Volume,Analyte,Signal
0.170613341885863,complex,-2.9761921062197e-4
0.178945379959634,DARPin,-8.3764332438795e-4
0.178945379959634,target,NA
0.178945379959634,complex,NA
0.178946634766122,DARPin,NA
0.178946634766122,target,0.00170500768854105
0.178946634766122,complex,-2.2808386255212e-4
0.187278632362264,DARPin,-5.7034988398674e-4
0.187278632362264,target,NA
0.187278632362264,complex,NA
0.187279927646381,DARPin,NA
0.187279927646381,target,0.00170422557803197
0.187279927646381,complex,-1.5854851448232e-4
0.195611884764894,DARPin,0.00110662823360587
0.195611884764894,target,NA
0.195611884764894,complex,NA
0.19561322052664,DARPin,NA
0.19561322052664,target,0.00170365833643312
0.19561322052664,complex,3.9494480905367e-4
0.203945137167524,DARPin,0.00166007183368705
0.203945137167524,target,NA
0.203945137167524,complex,NA
0.203946513406899,DARPin,NA
0.203946513406899,target,0.00142651586243214
0.203946513406899,complex,3.9541390327027e-4
0.212278389570155,DARPin,0.00138366677022511
0.212278389570155,target,NA
0.212278389570155,complex,NA
0.212279806287157,DARPin,NA
0.212279806287157,target,0.00114937338843105
0.212279806287157,complex,3.9580645043751e-4
0.220611641972785,DARPin,0.00110726170676318
0.220611641972785,target,NA
0.220611641972785,complex,NA
0.220613099167416,DARPin,NA
0.220613099167416,target,0.00225485729133251
0.220613099167416,complex,3.9618086804055e-4
0.228944894375415,DARPin,5.5450214258326e-4
0.228944894375415,target,NA
0.228944894375415,complex,NA
0.228946392047675,DARPin,NA
0.228946392047675,target,0.00225438942660454
0.228946392047675,complex,3.9655528564359e-4
0.237278146778045,DARPin,6.9223923805405e-4
0.237278146778045,target,NA
0.237278146778045,complex,NA
0.237279684927934,DARPin,NA
0.237279684927934,target,0.00225392156187656
0.237279684927934,complex,3.9693574643473e-4
0.245611399180676,DARPin,3.4663941913885e-4
0.245611399180676,target,NA
0.245611399180676,complex,NA
0.245612977808193,DARPin,NA
0.245612977808193,target,0.00225328113055507
0.245612977808193,complex,-7.0904918305561e-4
0.253944651583306,DARPin,1.0396002236052e-6
0.253944651583306,target,NA
0.253944651583306,complex,NA
0.253946270688452,DARPin,NA
0.253946270688452,target,0.00225264069923368
0.253946270688452,complex,3.974817991068e-4
0.262277903985936,DARPin,0.00110485941914383
0.262277903985936,target,NA
0.262277903985936,complex,NA
0.262279563568711,DARPin,NA
0.262279563568711,target,0.00225197273783315
0.262279563568711,complex,3.980260974419e-4
0.270611156388566,DARPin,9.6663429288328e-4
0.270611156388566,target,NA
0.270611156388566,complex,NA
0.27061285644897,DARPin,NA
0.27061285644897,target,0.00114500787561625
0.27061285644897,complex,1.2184106207843e-4
0.278944408791197,DARPin,8.2840916662269e-4
0.278944408791197,target,NA
0.278944408791197,complex,NA
0.278946149329229,DARPin,NA
0.278946149329229,target,0.00225051057954729
0.278946149329229,complex,-1.5434397328508e-4
0.287277661193827,DARPin,5.5175153997754e-4
0.287277661193827,target,NA
0.287277661193827,complex,NA
0.287279442209488,DARPin,NA
0.287279442209488,target,0.00211175279197441
0.287279442209488,complex,-7.0712002048623e-4
0.295610913596457,DARPin,-5.5511418367307e-4
0.295610913596457,target,NA
0.295610913596457,complex,NA
0.295612735089746,DARPin,NA
0.295612735089746,target,0.00197299500440148
0.295612735089746,complex,-4.3009046610517e-4
0.303944165999087,DARPin,2.7451941632545e-4
0.303944165999087,target,NA
0.303944165999087,complex,NA
0.303946027970005,DARPin,NA
0.303946027970005,target,0.00114269476644716
0.303946027970005,complex,-2.914150029942e-4
0.312277418401718,DARPin,6.8909330072041e-4
0.312277418401718,target,NA
0.312277418401718,complex,NA
0.312279320850264,DARPin,NA
0.312279320850264,target,0.00114202067488881
0.312279320850264,complex,-2.2191658551828e-4
0.320610670804348,DARPin,0.00110366718511536
0.320610670804348,target,NA
0.320610670804348,complex,NA
0.320612613730523,DARPin,NA
0.320612613730523,target,0.00114134658333052
0.320612613730523,complex,-1.5241816804242e-4
0.328943923206978,DARPin,8.2694373083204e-4
0.328943923206978,target,NA
0.328943923206978,complex,NA
0.328945906610782,DARPin,NA
0.328945906610782,target,0.00141731294328241
0.328945906610782,complex,4.0098920792959e-4
0.337277175609608,DARPin,5.5022027654873e-4
0.337277175609608,target,NA
0.337277175609608,complex,NA
0.337279199491041,DARPin,NA
0.337279199491041,target,0.00169327930323425
0.337279199491041,complex,4.0143614378978e-4
0.345610428012239,DARPin,-3.12770611115903e-6
0.345610428012239,target,NA
0.345610428012239,complex,NA
0.3456124923713,DARPin,NA
0.3456124923713,target,0.00155434454105827
0.3456124923713,complex,4.0184917065004e-4
0.353943680414869,DARPin,2.7310368711872e-4
0.353943680414869,target,NA
0.353943680414869,complex,NA
0.353945785251559,DARPin,NA
0.353945785251559,target,0.0014154097788824
0.353945785251559,complex,1.2567336793511e-4
0.362276932817499,DARPin,1.347992990081e-4
0.362276932817499,target,NA
0.362276932817499,complex,NA
0.362279078131818,DARPin,NA
0.362279078131818,target,0.00113815315577287
0.362279078131818,complex,-1.5050243477992e-4
0.370610185220129,DARPin,-3.50508910241538e-6
0.370610185220129,target,NA
0.370610185220129,complex,NA
0.370612371012077,DARPin,NA
0.370612371012077,target,0.00113776183809413
0.370612371012077,complex,4.0287808257826e-4
0.37894343762276,DARPin,-8.4268957058471e-4
0.37894343762276,target,NA
0.37894343762276,complex,NA
0.378945663892335,DARPin,NA
0.378945663892335,target,0.00113737052041534
0.378945663892335,complex,2.6508574774219e-4
0.38727669002539,DARPin,-0.00168187405206702
0.38727669002539,target,NA
0.38727669002539,complex,NA
0.387278956772594,DARPin,NA
0.387278956772594,target,0.00168930107930608
0.387278956772594,complex,1.2729341290613e-4
0.39560994242802,DARPin,5.4701068500072e-4
0.39560994242802,target,NA
0.39560994242802,complex,NA
0.395612249652853,DARPin,NA
0.395612249652853,target,0.00141219687882966
0.395612249652853,complex,-1.4881675407146e-4
0.40394319483065,DARPin,8.1468502752117e-4
0.40394319483065,target,NA
0.40394319483065,complex,NA
0.403945542533112,DARPin,NA
0.403945542533112,target,0.00113509267835324
0.403945542533112,complex,1.28133567399e-4
0.412276447233281,DARPin,0.00108235937004163
0.412276447233281,target,NA
0.412276447233281,complex,NA
0.412278835413371,DARPin,NA
0.412278835413371,target,5.8134677040561e-4
0.412278835413371,complex,9.38873997142585e-5
0.420609699635911,DARPin,9.5333317431683e-4
0.420609699635911,target,NA
0.420609699635911,complex,NA
0.42061212829363,DARPin,NA
0.42061212829363,target,0.00168666683576317
0.42061212829363,complex,5.96412320295656e-5
0.428942952038541,DARPin,8.2430697859209e-4
0.428942952038541,target,NA
0.428942952038541,complex,NA
0.428945421173889,DARPin,NA
0.428945421173889,target,0.0016862560455895
0.428945421173889,complex,-1.4743726155999e-4
0.437276204441171,DARPin,-5.24226487170268e-6
0.437276204441171,target,NA
0.437276204441171,complex,NA
0.437278714054148,DARPin,NA
0.437278714054148,target,0.00140922469910295
0.437278714054148,complex,-7.0008774474179e-4
0.445609456843801,DARPin,-2.1299669255817e-4
0.445609456843801,target,NA
0.445609456843801,complex,NA
0.445612006934407,DARPin,NA
0.445612006934407,target,0.00113219335261635
0.445612006934407,complex,-0.00125273822792359
0.453942709246432,DARPin,-4.2075112024464e-4
0.453942709246432,target,NA
0.453942709246432,complex,NA
0.453945299814666,DARPin,NA
0.453945299814666,target,0.00223747044419183
0.453945299814666,complex,4.0631204161947e-4
0.462275961649062,DARPin,-0.00111253690877995
0.462275961649062,target,NA
0.462275961649062,complex,NA
0.462278592694924,DARPin,NA
0.462278592694924,target,0.00223719864734436
0.462278592694924,complex,4.0720818779494e-4
0.470609214051692,DARPin,-5.5979249113198e-4
0.470609214051692,target,NA
0.470609214051692,complex,NA
0.470611885575183,DARPin,NA
0.470611885575183,target,0.00223658306024067
0.470611885575183,complex,4.0758864858608e-4
0.478942466454322,DARPin,-5.5991694204121e-4
0.478942466454322,target,NA
0.478942466454322,complex,NA
0.478945178455442,DARPin,NA
0.478945178455442,target,0.00223596747313693
0.478945178455442,complex,-1.4513838164497e-4
0.487275718856953,DARPin,-8.3647582722905e-4
0.487275718856953,target,NA
0.487275718856953,complex,NA
0.487278471335701,DARPin,NA
0.487278471335701,target,0.00168224708087242
0.487278471335701,complex,1.318884868747e-4
0.495608971259583,DARPin,-0.00111303471241685
0.495608971259583,target,NA
0.495608971259583,complex,NA
0.49561176421596,DARPin,NA
0.49561176421596,target,0.00168144885519509
0.49561176421596,complex,4.0891535539437e-4
0.503942223662213,DARPin,1.3059058334125e-4
0.503942223662213,target,NA
0.503942223662213,complex,NA
0.503945057096219,DARPin,NA
0.503945057096219,target,5.7463440121528e-4
0.503945057096219,complex,4.0927399356183e-4
0.512275476064843,DARPin,6.1452312057433e-4
0.512275476064843,target,NA
0.512275476064843,complex,NA
0.512278349976478,DARPin,NA
0.512278349976478,target,0.00112721493855914
0.512278349976478,complex,4.0963263172928e-4
0.520608728467474,DARPin,4.4168248040108e-4
0.520608728467474,target,NA
0.520608728467474,complex,NA
0.520611642856737,DARPin,NA
0.520611642856737,target,0.00119570320736801
0.520611642856737,complex,4.0987141333276e-4
0.528941980870104,DARPin,2.6884184022788e-4
0.528941980870104,target,NA
0.528941980870104,complex,NA
0.528944935736996,DARPin,NA
0.528944935736996,target,0.00116049271852604
0.528944935736996,complex,4.102518741239e-4
0.537275233272734,DARPin,-5.6077197735163e-4
0.537275233272734,target,NA
0.537275233272734,complex,NA
0.537278228617255,DARPin,NA
0.537278228617255,target,0.00112528222968408
0.537278228617255,complex,4.1063233491503e-4
0.545608485675364,DARPin,-8.27474920213011e-6
0.545608485675364,target,NA
0.545608485675364,complex,NA
0.545611521497513,DARPin,NA
0.545611521497513,target,2.9504435103707e-4
0.545611521497513,complex,-1.4207014081682e-4
0.553941738077995,DARPin,5.4422247894732e-4
0.553941738077995,target,NA
0.553941738077995,complex,NA
0.553944814377772,DARPin,NA
0.553944814377772,target,-5.3519352760991e-4
0.553944814377772,complex,-3.46872976712284e-6
0.562274990480625,DARPin,5.4394084775917e-4
0.562274990480625,target,NA
0.562274990480625,complex,NA
0.562278107258031,DARPin,NA
0.562278107258031,target,0.00167569691306135
0.562278107258031,complex,-7.21962491173032e-5
0.570608242883255,DARPin,5.4365921657106e-4
0.570608242883255,target,NA
0.570608242883255,complex,NA
0.57061140013829,DARPin,NA
0.57061140013829,target,0.00167590857126181
0.57061140013829,complex,-1.4092376846748e-4
0.578941495285885,DARPin,5.4311427483014e-4
0.578941495285885,target,NA
0.578941495285885,complex,NA
0.578944693018549,DARPin,NA
0.578944693018549,target,0.00167529298415807
0.578944693018549,complex,-7.03571773029953e-5
0.587274747688516,DARPin,4.0477361434748e-4
0.587274747688516,target,NA
0.587274747688516,complex,NA
0.587277985898808,DARPin,NA
0.587277985898808,target,0.00222774997187866
0.587277985898808,complex,-1.0506409639809e-4
0.595608000091146,DARPin,2.6643295386481e-4
0.595608000091146,target,NA
0.595608000091146,complex,NA
0.595611278779067,DARPin,NA
0.595611278779067,target,0.00222734925368516
0.595611278779067,complex,-1.3977101549319e-4
0.603941252493776,DARPin,-5.6290680579247e-4
0.603941252493776,target,NA
0.603941252493776,complex,NA
0.603944571659326,DARPin,NA
0.603944571659326,target,0.00222673366658147
0.603944571659326,complex,1.3725419651811e-4
0.612274504896406,DARPin,-1.15864146030812e-5
0.612274504896406,target,NA
0.612274504896406,complex,NA
0.612277864539585,DARPin,NA
0.612277864539585,target,0.0016730535622376
0.612277864539585,complex,2.7584556967214e-4
0.620607757299037,DARPin,2.6529250763911e-4
0.620607757299037,target,NA
0.620607757299037,complex,NA
0.620611157419844,DARPin,NA
0.620611157419844,target,0.00167221504863958
0.620611157419844,complex,4.1443694282621e-4
0.628941009701667,DARPin,5.4217142988131e-4
0.628941009701667,target,NA
0.628941009701667,complex,NA
0.628944450300103,DARPin,NA
0.628944450300103,target,0.0016715994615359
0.628944450300103,complex,4.1586793264866e-4
0.637274262104297,DARPin,2.6540632954124e-4
0.637274262104297,target,NA
0.637274262104297,complex,NA
0.637277743180361,DARPin,NA
0.637277743180361,target,0.00180930707829649
0.637277743180361,complex,4.1572312892409e-4
0.645607514506927,DARPin,-1.13587707988695e-5
0.645607514506927,target,NA
0.645607514506927,complex,NA
0.64561103606062,DARPin,NA
0.64561103606062,target,0.00173964806716119
0.64561103606062,complex,4.1557832519957e-4
0.653940766909558,DARPin,-0.00111705840485894
0.653940766909558,target,NA
0.653940766909558,complex,NA
0.653944328940879,DARPin,NA
0.653944328940879,target,0.00166998905602598
0.653944328940879,complex,4.1595878599066e-4
0.662274019312188,DARPin,-5.6490777937576e-4
0.662274019312188,target,NA
0.662274019312188,complex,NA
0.662277621821138,DARPin,NA
0.662277621821138,target,0.0016691371131211
0.662277621821138,complex,4.163392467818e-4
0.670607271714818,DARPin,-5.6488445395444e-4
0.670607271714818,target,NA
0.670607271714818,complex,NA
0.670610914701397,DARPin,NA
0.670610914701397,target,0.00166855207769061
0.670610914701397,complex,-1.3620111608345e-4
0.678940524117448,DARPin,-5.6486112853307e-4
0.678940524117448,target,NA
0.678940524117448,complex,NA
0.678944207581656,DARPin,NA
0.678944207581656,target,0.00166792121475025
0.678944207581656,complex,-6.8874147894876e-4
0.687273776520079,DARPin,-1.22564266885538e-5
0.687273776520079,target,NA
0.687273776520079,complex,NA
0.687277500461915,DARPin,NA
0.687277500461915,target,0.00166729035180998
0.687277500461915,complex,-4.1189792046802e-4
0.695607028922709,DARPin,-4.2708189974441e-4
0.695607028922709,target,NA
0.695607028922709,complex,NA
0.695610793342174,DARPin,NA
0.695610793342174,target,5.6059944745364e-4
0.695610793342174,complex,-2.7334567124783e-4
0.703940281325339,DARPin,-8.4190737280016e-4
0.703940281325339,target,NA
0.703940281325339,complex,NA
0.703944086222433,DARPin,NA
0.703944086222433,target,0.00111314909739172
0.703944086222433,complex,-3.4213537357194e-4
0.712273533727969,DARPin,-0.0022241630207563
0.712273533727969,target,NA
0.712273533727969,complex,NA
0.712277379102691,DARPin,NA
0.712277379102691,target,0.00166569874732975
0.712277379102691,complex,-4.109250758961e-4
0.7206067861306,DARPin,0.00108937507747995
0.7206067861306,target,NA
0.7206067861306,complex,NA
0.72061067198295,DARPin,NA
0.72061067198295,target,0.00221785760443739
0.72061067198295,complex,-6.8705672976471e-4
0.72894003853323,DARPin,0.00109223705187002
0.72894003853323,target,NA
0.72894003853323,complex,NA
0.728943964863209,DARPin,NA
0.728943964863209,target,0.00221743875667962
0.728943964863209,complex,-1.3416503917727e-4
0.73727329093586,DARPin,0.0010920037838446
0.73727329093586,target,NA
0.73727329093586,complex,NA
0.737277257743468,DARPin,NA
0.737277257743468,target,0.00194047589965826
0.737277257743468,complex,4.66888975494328e-6
0.74560654333849,DARPin,0.00109177051581918
0.74560654333849,target,NA
0.74560654333849,complex,NA
0.745610550623727,DARPin,NA
0.745610550623727,target,0.0016635130426369
0.745610550623727,complex,-6.39128261787836e-5
0.753939795741121,DARPin,5.3875301477129e-4
0.753939795741121,target,NA
0.753939795741121,complex,NA
0.753943843503986,DARPin,NA
0.753943843503986,target,0.00166276719125636
0.753943843503986,complex,-1.3249454211251e-4
0.762273048143751,DARPin,5.3798237827097e-4
0.762273048143751,target,NA
0.762273048143751,complex,NA
0.762277136384245,DARPin,NA
0.762277136384245,target,0.00166202133987588
0.762277136384245,complex,-2.7036140960178e-4
0.770606300546381,DARPin,0.00109052259589856
0.770606300546381,target,NA
0.770606300546381,complex,NA
0.770610429264504,DARPin,NA
0.770610429264504,target,0.00193819048236175
0.770610429264504,complex,-4.0822827709106e-4
0.778939552949011,DARPin,0.00109083744371754
0.778939552949011,target,NA
0.778939552949011,complex,NA
0.778943722144763,DARPin,NA
0.778943722144763,target,0.00190291032899024
0.778943722144763,complex,-0.00123709005845813
0.787272805351642,DARPin,0.00109060417569212
0.787272805351642,target,NA
0.787272805351642,complex,NA
0.787277015025022,DARPin,NA
0.787277015025022,target,0.00186763017561868
0.787277015025022,complex,-0.0012369808696662
0.795606057754272,DARPin,0.00109065571295838
0.795606057754272,target,NA
0.795606057754272,complex,NA
0.79561030790528,DARPin,NA
0.79561030790528,target,0.00165956973490656
0.79561030790528,complex,-0.00123687168087422
0.803939310156902,DARPin,3.9964097999057e-4
0.803939310156902,target,NA
0.803939310156902,complex,NA
0.803943600785539,DARPin,NA
0.803943600785539,target,0.00165867213235821
0.803943600785539,complex,-0.00123705525097242
0.812272562559532,DARPin,-2.9137375297723e-4
0.812272562559532,target,NA
0.812272562559532,complex,NA
0.812276893665798,DARPin,NA
0.812276893665798,target,0.00179637974911881
0.812276893665798,complex,4.2232537951959e-4
0.820605814962163,DARPin,-0.00167345475617911
0.820605814962163,target,NA
0.820605814962163,complex,NA
0.820610186546057,DARPin,NA
0.820610186546057,target,0.00172674893952805
0.820610186546057,complex,4.2356800181307e-4
0.828939067364793,DARPin,-8.4485559049473e-4
0.828939067364793,target,NA
0.828939067364793,complex,NA
0.828943479426316,DARPin,NA
0.828943479426316,target,0.00165711812993729
0.828943479426316,complex,-1.2900391992336e-4
0.837272319767423,DARPin,-1.62564248103601e-5
0.837272319767423,target,NA
0.837272319767423,complex,NA
0.837276772306575,DARPin,NA
0.837276772306575,target,0.00220920178292631
0.837276772306575,complex,-6.8157584165974e-4
0.845605572170053,DARPin,-5.693343798117e-4
0.845605572170053,target,NA
0.845605572170053,complex,NA
0.845610065186834,DARPin,NA
0.845610065186834,target,0.00220888164057419
0.845610065186834,complex,-0.00178724786829945
0.853938824572684,DARPin,-0.001122412334813
0.853938824572684,target,NA
0.853938824572684,complex,NA
0.853943358067093,DARPin,NA
0.853943358067093,target,0.00220826605347046
0.853943358067093,complex,-0.00123507330270008
0.862272076975314,DARPin,-0.00333260301112595
0.862272076975314,target,NA
0.862272076975314,complex,NA
0.862276650947352,DARPin,NA
0.862276650947352,target,0.00220765046636677
0.862276650947352,complex,4.2455979876151e-4
0.870605329377944,DARPin,5.3066169351109e-4
0.870605329377944,target,NA
0.870605329377944,complex,NA
0.870609943827611,DARPin,NA
0.870609943827611,target,0.00220703487926308
0.870609943827611,complex,4.2585076655979e-4
0.878938581780574,DARPin,5.3471662591517e-4
0.878938581780574,target,NA
0.878938581780574,complex,NA
0.878943236707869,DARPin,NA
0.878943236707869,target,0.0022064192921594
0.878943236707869,complex,4.2623122735088e-4
0.887271834183205,DARPin,6.7281644510649e-4
0.887271834183205,target,NA
0.887271834183205,complex,NA
0.887276529588128,DARPin,NA
0.887276529588128,target,0.00192947422896963
0.887276529588128,complex,-1.2636419567251e-4
0.895605086585835,DARPin,6.0373368087291e-4
0.895605086585835,target,NA
0.895605086585835,complex,NA
0.895609822468387,DARPin,NA
0.895609822468387,target,0.00165252916577996
0.895609822468387,complex,-6.792684927545e-4
0.903938338988465,DARPin,5.3465091663932e-4
0.903938338988465,target,NA
0.903938338988465,complex,NA
0.903943115348646,DARPin,NA
0.903943115348646,target,0.00109831457502204
0.903943115348646,complex,-4.0208181548276e-4
0.912271591391095,DARPin,-0.00112426284522324
0.912271591391095,target,NA
0.912271591391095,complex,NA
0.912276408228905,DARPin,NA
0.912276408228905,target,0.00165034988250611
0.912276408228905,complex,-1.2489513821103e-4
0.920604843793726,DARPin,5.3161575927857e-4
0.920604843793726,target,NA
0.920604843793726,complex,NA
0.920609701109164,DARPin,NA
0.920609701109164,target,0.0016499773658571
0.920609701109164,complex,4.2781122794107e-4
0.928938096196356,DARPin,3.94352522588e-4
0.928938096196356,target,NA
0.928938096196356,complex,NA
0.928942993989423,DARPin,NA
0.928942993989423,target,0.00137308400549902
0.928942993989423,complex,4.2851399209761e-4
0.937271348598986,DARPin,2.5708928589743e-4
0.937271348598986,target,NA
0.937271348598986,complex,NA
0.937276286869682,DARPin,NA
0.937276286869682,target,0.00109619064514089
0.937276286869682,complex,4.2889445288874e-4
0.945604601001616,DARPin,-5.7180983161062e-4
0.945604601001616,target,NA
0.945604601001616,complex,NA
0.945609579749941,DARPin,NA
0.945609579749941,target,0.00164787679064583
0.945609579749941,complex,-1.2368216910506e-4
0.953937853404247,DARPin,-2.13707247197468e-5
0.953937853404247,target,NA
0.953937853404247,complex,NA
0.9539428726302,DARPin,NA
0.9539428726302,target,0.00164742705548218
0.9539428726302,complex,-1.2363206926343e-4
0.962271105806877,DARPin,-2.093765583634e-5
0.962271105806877,target,NA
0.962271105806877,complex,NA
0.962276165510458,DARPin,NA
0.962276165510458,target,0.00164689372288322
0.962276165510458,complex,-1.2325160847234e-4
0.970604358209507,DARPin,-2.04777185292161e-5
0.970604358209507,target,NA
0.970604358209507,complex,NA
0.970609458390717,DARPin,NA
0.970609458390717,target,0.00164636039028422
0.970609458390717,complex,4.3007787751954e-4
0.978937610612137,DARPin,-5.7231569577479e-4
0.978937610612137,target,NA
0.978937610612137,complex,NA
0.978942751270976,DARPin,NA
0.978942751270976,target,0.00164583276514071
